#Run Q delta_Q d delta_d FWHM delta_FWHM I delta_I
2396 6.17135673834 0.000844042307867 1.01812058087 0.000139246016913 0.0055164823175 0.000322884682369 5.09372726662 0.275013101345
2398 6.17426979565 0.0025928365725 1.01764022551 0.00042735009672 0.00390391635103 0.000951650561127 0.845017239704 0.179787423225
2400 6.17397865209 0.000917053563109 1.01768821391 0.000151162589846 0.00558814100444 0.000347870514334 4.34368779035 0.244861445122
2402 6.17501510424 0.000530340190834 1.01751739892 8.73893200927e-05 0.00579863652762 0.00020039569225 8.79875216008 0.281932931556
2404 6.17549396412 0.000729067396389 1.01743849863 0.000120116907489 0.00565761823177 0.000280237834767 6.20040364822 0.28293987713
2406 6.17861074152 0.0028826060976 1.01692525554 0.000474442405428 0.00695034867155 0.00112415346427 1.94192230407 0.290231921162
2408 0 0 0 0 0 0 0 0
