#Run Q delta_Q d delta_d FWHM delta_FWHM I delta_I
2410 0 0 0 0 0 0 0 0
2412 8.15284399402 0.00398568687273 0.770674050894 0.000376759993207 0.00459290408366 0.00111548818157 0.579374002482 0.123377406205
2414 8.16117143473 0.00245440232228 0.769887675738 0.000231537116251 0.00556094792647 0.000702025497285 1.2956848122 0.14520190905
2416 8.16798452368 0.0019409614668 0.769245496116 0.000182796118448 0.00657470597671 0.000559832060613 2.2495445175 0.172978513489
2418 8.17021251074 0.00168683923328 0.769035725682 0.000158776730981 0.00560658991009 0.000481696653489 2.16677887514 0.165734851571
2420 8.17026245736 0.00284857051305 0.769031024398 0.000268123467411 0.00479294281736 0.00080234853138 0.98658136363 0.145277776996
2422 8.1710925049 0.00355917104414 0.768952903594 0.000334941124108 0.00585539201391 0.00101661316595 1.06657057809 0.165937748741
