#Run Q delta_Q d delta_d FWHM delta_FWHM I delta_I
2410 0 0 0 0 0 0 0 0
2412 5.76502905967 0.000981972426795 1.08987920827 0.000185641966411 0.00923041792189 0.000412161648749 7.69822122942 0.332658587438
2414 5.765993167 0.000687984298107 1.08969697417 0.000130019995899 0.0087582684594 0.000289665783233 11.0693551508 0.349476979002
2416 5.76797461 0.00266588450174 1.08932263611 0.00050347106729 0.00922308303604 0.00116005979699 3.1114708179 0.377162735118
2418 5.78115071036 0.00106693841406 1.08683990817 0.000200581390464 0.00696993326897 0.000440526154572 5.53175252296 0.326071982972
2420 5.7834382347 0.000596011037179 1.08641003019 0.000111959762103 0.00761324903995 0.000245951259493 11.3708840567 0.346385184724
2422 5.78388704813 0.00130352318953 1.08632572782 0.000244826838043 0.00684165531078 0.00054145734795 4.38421869713 0.322416639975
